pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,4/2/2024,91.8,-2.2,6.67,"Cronenworth, Jake",630105,571945,,called_strike,,,,,3,Jake Cronenworth lines out softly to shortstop Masyn Winn.,R,L,R,SD,STL,S,,,0,0,2024,-1.09,0.96,0.69,3.12,,,665487,0,5,Bot,,,,,,,9.636531865,-133.2974095,-5.186579944,-15.07988989,28.40092651,-19.71741114,3.28,1.63,,,,91.5,2155,6.2,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.29,,,,,,,,38,1,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,206,0,-0.063,,,,0.063,,1,1,0.746,0.746,35,30,36,30,3,2,5,1,6,1,1.75,1.09,-1.09,49.4
CU,4/2/2024,73.1,-1.62,5.56,"Contreras, Willson",575929,506433,,swinging_strike,,,,,5,Willson Contreras homers (2) on a fly ball to right center field.    Brendan Donovan scores.,R,R,R,SD,STL,S,,,1,0,2024,1.02,-0.99,-0.26,2.31,,,680977,2,6,Top,,,,,,,1.003989069,-106.3887897,2.640201181,7.48403892,20.67413998,-40.37888861,3.35,1.55,,,,73.6,2546,7,745439,669134,630105,593428,642180,673490,595777,701538,665487,53.52,,,,,,,,44,2,Curveball,2,1,1,2,1,2,1,2,Standard,Standard,41,0,-0.04,,,,0.04,,1,-1,0.708,0.292,37,32,38,32,3,2,5,1,6,1,5.3,-1.02,-1.02,48.8
FF,4/2/2024,96.3,-1.95,5.2,"Naylor, Bo",666310,622491,home_run,hit_into_play,,,,,12,Bo Naylor homers (1) on a fly ball to right center field.    Will Brennan scores.,R,L,R,SEA,CLE,X,,fly_ball,1,0,2024,-0.81,1.07,0.84,2.53,,686823,,2,4,Top,205.21,65.71,,,,,9.10941962,-140.0815034,-3.956974412,-12.6300584,27.66839178,-17.35315437,3.41,1.57,383,97.9,30,95.3,2004,5.4,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.06,0.354,0.642,2,1,0,3,6,27,2,4-Seam Fastball,0,1,1,0,3,0,3,0,Standard,Standard,233,-0.189,1.748,,,1.194,-1.748,97.9,-1,1,0.386,0.614,31,24,32,24,2,1,5,1,6,1,1.37,0.81,-0.81,19.7
FF,4/2/2024,95.3,2.23,6.22,"Arcia, Orlando",606115,676979,,ball,,,,,12,Orlando Arcia singles on a sharp line drive to left fielder Andrew Benintendi.   Adam Duvall to 2nd.,R,R,L,CWS,ATL,B,,,0,1,2024,0.78,1.47,1.37,4.1,,,594807,2,5,Top,,,,,,,-4.054560396,-138.7190256,-3.278481118,10.93722148,32.35732177,-12.64204062,3.47,1.73,,,,96.5,2501,7,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.46,,,,,,,,31,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,141,0,0.027,,,,-0.027,,0,0,0.534,0.466,25,29,25,30,2,1,5,1,5,3,1.04,0.78,-0.78,36.2
CH,4/2/2024,77.8,1.47,6.4,"Fortes, Nick",663743,542881,,ball,,,,,14,Nick Fortes lines out to pitcher Tyler Anderson.,R,R,L,MIA,LAA,B,,,0,0,2024,1.12,0.87,1.08,2.18,,,,0,6,Bot,,,,,,,-2.857939911,-113.1442923,-3.632312868,10.10068776,22.65854489,-24.28993762,3.18,1.55,,,,76.9,1903,5.9,746086,681351,694384,592273,543685,687263,621493,545361,543305,54.6,,,,,,,,42,1,Changeup,0,3,0,3,3,0,0,3,Infield shade,Standard,148,0,0.034,,,,-0.034,,-3,-3,0.151,0.151,34,27,35,28,2,1,,2,6,1,2.93,1.12,-1.12,61.6
FF,4/2/2024,92,-3.07,5.84,"Stanton, Giancarlo",519317,668678,,foul,,,,,5,Giancarlo Stanton strikes out swinging.,R,R,R,AZ,NYY,S,,,0,1,2024,-0.71,1.51,-0.01,2.52,,,,1,4,Top,,,,,,,9.393724284,-133.6531926,-5.911814753,-10.49107726,28.57865715,-12.96171341,3.58,1.76,253,82.3,42,93,2394,6.9,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.55,,,,,,,,29,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,209,0,-0.036,,,,0.036,88,3,-3,0.845,0.155,28,34,29,35,2,1,5,1,6,3,1.19,0.71,0.71,43.3
SI,4/2/2024,89.9,-1.47,6.08,"Fraley, Jake",641584,620982,single,hit_into_play,,,,,1,Jake Fraley singles on a ground ball to center fielder Johan Rojas.,R,L,R,PHI,CIN,X,8,ground_ball,0,0,2024,-1.23,0.63,-0.48,3.01,,,,0,9,Top,139.19,120.93,,,,,5.035013501,-130.9720313,-3.003854003,-15.19636051,25.66322608,-24.52809019,3.32,1.57,50,104,0,89.9,1676,6.1,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.44,0.48,0.435,0.9,1,1,0,4,70,1,Sinker,9,2,2,9,2,9,2,9,Strategic,Standard,227,-0.001,0.403,,,0.518,-0.403,104,7,-7,0.999,0.001,30,29,30,29,2,3,,2,7,1,2.17,1.23,-1.23,53
FF,4/2/2024,89,3.21,5.04,"Mead, Curtis",678554,571760,,ball,,,,,11,Curtis Mead flies out to right fielder Adolis GarcÃ­a.,R,R,L,TB,TEX,B,,,1,0,2024,1.13,1.4,-0.49,4.07,,,,1,4,Bot,,,,,,,-11.47360031,-129.0746677,0.828578506,15.20143075,29.72507058,-17.12439991,3.64,1.77,,,,88.7,2402,6.5,745111,641680,665120,543760,669701,608369,694497,665750,666969,53.96,,,,,,,,30,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,125,0,0.046,,,,-0.046,,1,1,0.67,0.67,33,23,33,24,2,1,,1,6,1,1.52,1.13,-1.13,30.9
FF,4/2/2024,95.3,2.2,5.96,"Drury, Brandon",592273,666200,,foul,,,,,4,"Brandon Drury grounds out, shortstop Tim Anderson to first baseman Jake Burger.",R,R,L,MIA,LAA,S,,,1,1,2024,1.48,1.03,-0.29,2.51,,,,0,5,Top,,,,,,,-9.71555744,-138.3247031,-5.673689014,21.14310558,30.15859852,-17.84537016,3.65,1.8,9,98.8,-15,94.1,2157,5.7,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.81,,,,,,,,28,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,131,0,-0.051,,,,0.051,98.8,-1,1,0.356,0.644,26,31,27,32,2,1,5,1,6,1,1.49,1.48,-1.48,39.3
SI,4/2/2024,90.5,-1.77,5.84,"Seager, Corey",608369,621107,,ball,,,,,3,Corey Seager strikes out swinging.,R,L,R,TB,TEX,B,,,0,2,2024,-1.28,0.58,0.79,3,,,,1,6,Top,,,,,,,9.151564753,-131.5588417,-2.395248061,-16.84453027,27.89621182,-25.09929977,3.42,1.39,,,,90.9,2101,6.6,745111,650907,650490,678554,670623,676609,668227,642350,642708,53.94,,,,,,,,43,3,Sinker,5,0,0,5,0,5,0,5,Infield shade,Standard,224,0,0.013,,,,-0.013,,5,-5,0.968,0.032,30,30,30,30,3,2,5,1,6,1,2.21,1.28,-1.28,31.4
FC,4/2/2024,86.2,-1.51,5.65,"Rojas, Josh",668942,669456,,called_strike,,,,,11,Josh Rojas strikes out swinging.,R,L,R,SEA,CLE,S,,,1,0,2024,0.27,0.38,-0.86,2.86,,664034,,1,5,Bot,,,,,,,0.981244114,-125.6582188,-1.259383006,2.726244951,23.42886075,-28.04728901,3.46,1.66,,,,87.2,2147,6.6,745273,595978,647304,665926,608070,677587,680757,671289,686823,53.88,,,,,,,,41,2,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,205,0,-0.052,,,,0.052,,-4,-4,0.124,0.124,29,30,29,30,2,1,5,2,,3,2.65,-0.27,0.27,39.6
CH,4/2/2024,86.7,-1.85,5.39,"Dunn, Oliver",686554,686973,,ball,,,,,11,Oliver Dunn walks.   Rhys Hoskins to 2nd.,R,L,R,MIL,MIN,B,,,1,1,2024,-1.08,0.42,-1.08,2.76,,,656555,2,3,Bot,,,,,,,4.118988452,-126.2319531,-0.951758967,-12.40318276,25.38092169,-27.70083733,3.13,1.5,,,,88.2,1500,7.1,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.36,,,,,,,,26,3,Changeup,2,0,2,0,0,2,2,0,Infield shade,Standard,229,0,0.042,,,,-0.042,,2,2,0.754,0.754,26,26,27,27,2,1,,2,7,1,2.61,1.08,-1.08,36.6
FF,4/2/2024,93.4,-2.2,5.92,"Rutschman, Adley",668939,679525,,ball,,,,,11,Adley Rutschman flies out to shortstop Bobby Witt Jr.,R,L,R,BAL,KC,B,,,0,0,2024,-0.64,1.23,-0.97,3.75,,,,1,6,Bot,,,,,,,4.554135751,-135.8704128,-2.479430256,-8.937250872,33.08798398,-16.66625097,3.56,1.81,,,,92.6,2470,6.1,747057,666023,686469,641658,672580,677951,676369,664728,592669,54.41,,,,,,,,49,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Standard,214,0,0.025,,,,-0.025,,-3,-3,0.125,0.125,26,26,26,26,3,2,,1,5,1,1.41,0.64,-0.64,35.3
SV,4/2/2024,83.4,-2.21,5.64,"Altuve, Jose",514888,621244,,ball,,,,,14,Jose Altuve walks.,R,R,R,HOU,TOR,B,,,1,0,2024,1.29,-0.34,1.04,1.21,,,,1,6,Bot,,,,,,,4.91965068,-121.370295,-3.001802752,11.62549809,26.24167212,-35.13399069,2.93,1.35,,,,83.3,2245,6.4,746411,672386,665489,643396,676391,666182,676914,595281,543807,54.07,,,,,,,,40,2,Slurve,1,0,1,0,0,1,1,0,Standard,Standard,42,0,0.046,,,,-0.046,,1,1,0.725,0.725,30,34,30,34,3,2,5,1,6,1,3.65,-1.29,-1.29,36.2
CH,4/2/2024,84.7,-1.52,5.64,"De La Cruz, Elly",682829,605513,field_out,hit_into_play,,,,,7,"Elly De La Cruz grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,R,PHI,CIN,X,4,ground_ball,0,1,2024,-1.31,-0.19,-0.39,1.68,,,,2,4,Top,155.89,151.19,,,,,5.27625746,-123.183028,-2.517540469,-14.36526106,25.33648779,-33.81381778,3.68,1.77,31,98.6,-2,85,1919,6.6,745598,596117,547180,681082,664761,607208,669016,679032,592206,53.94,0.366,0.387,0,1,0,0,2,26,2,Changeup,1,1,1,1,1,1,1,1,Strategic,Standard,259,0.013,-0.083,,,0.417,0.083,98.6,0,0,0.546,0.454,31,22,32,22,2,1,,1,6,1,3.38,1.31,-1.31,21
CU,4/2/2024,80.7,1.66,6.12,"Guerrero Jr., Vladimir",665489,664285,,ball,,,,,13,"Vladimir Guerrero Jr.  grounds out, second baseman Jose Altuve to first baseman JosÃ© Abreu.",R,R,L,HOU,TOR,B,,,0,2,2024,-0.71,-1.17,-1.72,0.88,,,,1,6,Top,,,,,,,-6.14363178,-117.3113221,-2.651442077,-5.156374828,25.97451434,-42.47925748,3.68,1.85,,,,80,2879,6.2,746411,605170,547989,514888,608324,665161,670541,676801,663656,54.26,,,,,,,,37,3,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,327,0,0.013,,,,-0.013,,1,-1,0.703,0.297,30,25,31,25,3,2,5,1,26,1,4.72,-0.71,0.71,46.9
CH,4/2/2024,85.5,-1.9,5.22,"Langeliers, Shea",669127,678394,field_out,hit_into_play,,,,,5,Shea Langeliers lines out sharply to left fielder Jarren Duran.,R,R,R,OAK,BOS,X,7,line_drive,1,1,2024,-1.17,0.27,0,2.54,,667670,,1,4,Bot,62,101.32,,,,,6.878665755,-124.4384557,-0.627991304,-13.50292114,22.79363994,-29.42213585,3.31,1.51,288,100.4,18,86.1,1698,6.5,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.03,0.386,0.428,0,1,0,0,4,36,3,Changeup,4,3,4,3,3,4,4,3,Standard,Standard,253,-0.032,-0.302,,,0.637,0.302,100.4,1,1,0.709,0.709,25,26,25,27,2,1,5,1,7,1,2.82,1.17,1.17,26.2
SI,4/2/2024,91.1,-1.21,6.14,"Candelario, Jeimer",600869,620982,field_out,hit_into_play,,,,,13,"Jeimer Candelario grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,R,PHI,CIN,X,4,ground_ball,0,0,2024,-1.27,0.47,-0.85,2.41,663697,,,2,8,Top,150.54,152.21,,,,,3.60414238,-132.607385,-4.468942198,-15.77388873,26.63655147,-25.91068574,3.37,1.65,10,78.1,-12,90.5,1956,5.8,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.75,0.054,0.051,0,1,0,0,2,64,1,Sinker,8,2,2,8,2,8,2,8,Strategic,Standard,225,0.002,-0.337,,,0.062,0.337,88,6,-6,0.996,0.004,30,30,30,31,2,3,,1,7,1,2.26,1.27,-1.27,46.6
FF,4/2/2024,95.5,-2.08,5.23,"Naylor, Bo",666310,622491,,ball,,,,,11,Bo Naylor homers (1) on a fly ball to right center field.    Will Brennan scores.,R,L,R,SEA,CLE,B,,,0,0,2024,-0.69,1.11,-1.09,3.07,,686823,,2,4,Top,,,,,,,4.093556037,-139.252544,-2.631027742,-9.918780476,26.82017103,-17.20611849,3.34,1.56,,,,94.6,2007,5.4,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.14,,,,,,,,27,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,236,0,0.016,,,,-0.016,,-1,1,0.386,0.614,31,24,32,24,2,1,5,1,6,1,1.35,0.69,-0.69,22
SL,4/2/2024,84.4,2,5.98,"Drury, Brandon",592273,666200,,ball,,,,,13,"Brandon Drury grounds out, shortstop Tim Anderson to first baseman Jake Burger.",R,R,L,MIA,LAA,B,,,0,1,2024,0.06,0.25,-1.27,0.67,,,,0,5,Top,,,,,,,-7.611138261,-122.4311212,-6.256057927,2.342834361,28.25120244,-28.48762684,3.6,1.68,,,,82.6,2380,5.7,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.82,,,,,,,,28,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard,90,0,0.023,,,,-0.023,,-1,1,0.356,0.644,26,31,27,32,2,1,5,1,6,1,3.02,0.06,-0.06,41.3
FS,4/2/2024,87.1,-1.77,5.6,"Contreras, Willson",575929,506433,,ball,,,,,2,Willson Contreras homers (2) on a fly ball to right center field.    Brendan Donovan scores.,R,R,R,SD,STL,B,,,0,0,2024,-0.53,0.47,0.03,3.35,,,680977,2,6,Top,,,,,,,5.484499784,-126.820889,-0.261595349,-6.818409005,24.00072399,-27.22936109,3.35,1.57,,,,88.4,1272,6.9,745439,669134,630105,593428,642180,673490,595777,701538,665487,53.61,,,,,,,,44,1,Split-Finger,2,1,1,2,1,2,1,2,Standard,Standard,232,0,0.028,,,,-0.028,,1,-1,0.708,0.292,37,32,38,32,3,2,5,1,6,1,2.51,0.53,0.53,41.6
FF,4/2/2024,88.2,1.42,6.39,"Bride, Jonah",681146,542881,field_out,hit_into_play,,,,,3,Jonah Bride flies out to right fielder Aaron Hicks.,R,R,L,MIA,LAA,X,9,fly_ball,0,0,2024,0.69,1.71,0.56,2.72,,,,2,5,Bot,163.11,58.58,,,,,-3.497412853,-128.2886054,-6.284015348,8.367757307,28.55586521,-12.19515428,3.14,1.46,359,91.7,32,87.1,2147,5.8,746086,681351,694384,592273,543685,687263,621493,545361,543305,54.72,0.066,0.09,0,1,0,0,3,34,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,167,-0.016,-0.099,,,0.164,0.099,91.7,-1,-1,0.349,0.349,34,28,35,29,2,1,,4,6,33,1.24,0.69,-0.69,60.3
SI,4/2/2024,94.9,-1.91,5.23,"Langeliers, Shea",669127,678394,,ball,,,,,13,Shea Langeliers lines out sharply to left fielder Jarren Duran.,R,R,R,OAK,BOS,B,,,0,1,2024,-1.41,0.26,-1.9,1.86,,667670,,1,4,Bot,,,,,,,3.145677106,-138.1491904,-3.753169993,-18.71798537,29.85211437,-28.19985932,3.09,1.38,,,,94.8,1873,6.2,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.33,,,,,,,,36,2,Sinker,4,3,4,3,3,4,4,3,Standard,Standard,238,0,0.025,,,,-0.025,,1,1,0.709,0.709,25,26,25,27,2,1,5,1,7,1,2.26,1.41,1.41,27.2
FC,4/2/2024,93.1,-0.81,6.46,"Stubbs, Garrett",596117,668933,,ball,,,,,11,Garrett Stubbs walks.,R,L,R,PHI,CIN,B,,,2,1,2024,0.16,0.76,-1.36,3.24,,,,2,5,Bot,,,,,,,-1.724889032,-135.6735011,-4.142686069,2.315537373,29.28031022,-22.10238887,2.97,1.23,,,,91.9,2222,5.5,745598,663886,687952,663697,600869,682829,668715,666181,641584,55.02,,,,,,,,37,4,Cutter,2,1,2,1,1,2,2,1,Infield shade,Standard,205,0,0.043,,,,-0.043,,1,1,0.677,0.677,26,31,26,31,2,1,,,6,6,1.86,-0.16,0.16,51.2
FF,4/2/2024,94.8,-1.93,5.32,"Dunn, Oliver",686554,686973,,swinging_strike,,,,,1,Oliver Dunn walks.   Rhys Hoskins to 2nd.,R,L,R,MIL,MIN,S,,,1,0,2024,-0.7,1.3,-0.39,2.92,,,656555,2,3,Bot,,,,,,,5.651511423,-137.9586937,-3.530581809,-10.25991873,31.76592493,-15.04576856,3.3,1.5,,,,95.8,2118,6.9,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.56,,,,,,,,26,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shade,Standard,216,0,-0.04,,,,0.04,,2,2,0.754,0.754,26,26,27,27,2,1,,2,7,1,1.25,0.7,-0.7,33.5
FF,4/2/2024,93.1,-2.52,6.52,"Tatis Jr., Fernando",665487,571945,single,hit_into_play,,,,,5,Fernando Tatis Jr.  singles on a sharp line drive to center fielder Victor Scott II.,R,R,R,SD,STL,X,8,line_drive,1,1,2024,-0.66,1.32,-0.22,3.06,,,,0,5,Bot,108.98,68.2,,,,,7.344330974,-135.2846166,-6.003834071,-9.694323302,29.15529989,-14.7796194,3.76,1.78,220,104.7,11,93,2174,6.3,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.22,0.929,0.917,0.9,1,1,0,4,37,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,213,0.033,0.413,,,1.186,-0.413,104.7,1,1,0.713,0.713,35,25,36,25,3,2,5,1,6,1,1.31,0.66,0.66,45.8
FF,4/2/2024,89.4,3.22,5.07,"Mead, Curtis",678554,571760,,ball,,,,,12,Curtis Mead flies out to right fielder Adolis GarcÃ­a.,R,R,L,TB,TEX,B,,,0,0,2024,1.13,1.4,0.07,4.52,,,,1,4,Bot,,,,,,,-10.16920036,-129.6935153,1.815028151,14.98901318,30.42814631,-17.18061465,3.68,1.8,,,,89.2,2436,6.6,745111,641680,665120,543760,669701,608369,694497,665750,666969,53.87,,,,,,,,30,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,115,0,0.025,,,,-0.025,,1,1,0.67,0.67,33,23,33,24,2,1,,1,6,1,1.49,1.13,-1.13,30
SI,4/2/2024,95.4,0.48,6.18,"Guerrero Jr., Vladimir",665489,664285,,swinging_strike,,,,,12,"Vladimir Guerrero Jr.  grounds out, second baseman Jose Altuve to first baseman JosÃ© Abreu.",R,R,L,HOU,TOR,S,,,0,1,2024,1.5,0.79,0.3,3.89,,,,1,6,Top,,,,,,,-3.845980711,-138.8671338,-2.140301726,20.28353896,33.59719093,-21.67524854,3.65,1.74,,,,94.8,2152,6.1,746411,605170,547989,514888,608324,665161,670541,676801,663656,54.37,,,,,,,,37,2,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,134,0,-0.036,,,,0.036,,1,-1,0.703,0.297,30,25,31,25,3,2,5,1,26,1,1.73,1.5,-1.5,44.7
SL,4/2/2024,82.3,2,4.65,"Casas, Triston",671213,622072,,ball,,,,,13,Triston Casas called out on strikes.,R,L,L,OAK,BOS,B,,,1,2,2024,-0.87,-0.29,-2.33,1.72,646240,622569,,1,3,Top,,,,,,,-8.106810822,-119.597258,0.515087054,-6.582190048,25.17091345,-35.3226322,3.28,1.71,,,,81.7,2128,6.2,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.35,,,,,,,,23,4,Slider,2,3,3,2,3,2,3,2,Strategic,Standard,321,0,0.028,,,,-0.028,,-1,1,0.299,0.701,33,24,33,24,2,1,5,1,7,1,3.69,-0.87,-0.87,16.6
ST,4/2/2024,84,-1.36,4.89,"Smith, Will",669257,657277,,called_strike,,,,,14,Will Smith strikes out swinging.,R,R,R,LAD,SF,S,,,0,0,2024,0.61,0,1.04,1.51,,518692,,2,3,Bot,,,,,,,4.404498815,-122.2466176,-1.447333194,5.262852408,23.97610891,-32.09411434,3.46,1.61,,,,85,2450,6.9,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.59,,,,,,,,27,1,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,50,0,-0.045,,,,0.045,,0,0,0.538,0.538,27,29,28,29,2,1,5,1,5,1,3.23,-0.61,-0.61,24.2
CH,4/2/2024,87,2.72,5.47,"Madrigal, Nick",663611,607536,,ball,,,,,13,Nick Madrigal doubles (2) on a line drive to right fielder Kris Bryant.   Dansby Swanson scores.    Ian Happ scores.,R,R,L,CHC,COL,B,,,0,1,2024,1.25,0.47,-0.11,0.91,,621020,664023,1,3,Bot,,,,,,,-9.390535943,-126.1969869,-5.699804612,15.31066887,26.28658261,-26.08473179,2.84,1.31,,,,87.2,1563,6.7,746898,553869,669911,663898,641857,678662,666134,686668,592178,53.85,,,,,,,,28,2,Changeup,4,0,4,0,0,4,4,0,Strategic,Standard,125,0,0.029,,,,-0.029,,4,4,0.913,0.913,31,27,31,27,2,1,5,1,6,1,2.56,1.25,-1.25,23.6
FC,4/2/2024,86.3,1.37,5.68,"McCarthy, Jake",664983,641482,,foul,,,,,5,Jake McCarthy singles on a line drive to right fielder Juan Soto.,R,L,L,AZ,NYY,S,,,1,1,2024,-0.48,0.24,-0.03,2.41,,,,1,4,Bot,,,,,,,-2.32604545,-125.7298679,-2.067421504,-4.656709778,24.63170132,-29.39963605,3.49,1.69,5,76.7,-27,85.9,2237,5.9,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.62,,,,,,,,32,3,Cutter,3,0,3,0,0,3,3,0,Infield shade,Standard,189,0,-0.039,,,,0.039,88,3,3,0.858,0.858,29,26,30,27,2,1,5,1,6,3,2.8,-0.48,-0.48,45.9
ST,4/2/2024,82.9,2.26,6.35,"Arcia, Orlando",606115,676979,,called_strike,,,,,5,Orlando Arcia singles on a sharp line drive to left fielder Andrew Benintendi.   Adam Duvall to 2nd.,R,R,L,CWS,ATL,S,,,0,0,2024,-1.42,0.03,0.23,2.81,,,594807,2,5,Top,,,,,,,-1.867751221,-120.792813,-1.699541981,-13.53316875,24.24291153,-31.71372725,3.47,1.59,,,,84,2515,7,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.48,,,,,,,,31,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,305,0,-0.039,,,,0.039,,0,0,0.534,0.466,25,29,25,30,2,1,5,1,5,3,3.28,-1.42,1.42,42.8
SV,4/2/2024,81.9,-2.15,5.59,"Altuve, Jose",514888,621244,,ball,,,,,14,Jose Altuve walks.,R,R,R,HOU,TOR,B,,,0,0,2024,1.25,-0.37,1.58,0.94,,,,1,6,Bot,,,,,,,6.01009933,-119.042895,-3.133980427,10.50415103,25.04862842,-35.27190787,2.85,1.35,,,,81.6,2387,6.4,746411,672386,665489,643396,676391,666182,676914,595281,543807,54.13,,,,,,,,40,1,Slurve,1,0,1,0,0,1,1,0,Standard,Standard,38,0,0.025,,,,-0.025,,1,1,0.725,0.725,30,34,30,34,3,2,5,1,6,1,3.81,-1.25,-1.25,39.9
SI,4/2/2024,93,-2.46,5.68,"Henderson, Gunnar",683002,679525,field_out,hit_into_play,,,,,8,Gunnar Henderson lines out sharply to left fielder Nelson VelÃ¡zquez.,R,L,R,BAL,KC,X,7,line_drive,0,0,2024,-1.64,0.37,-0.03,1.89,,,,0,6,Bot,64.11,82.07,,,,,9.810477515,-134.9805264,-4.693281051,-22.24799058,29.7996494,-26.83583291,3.71,1.78,327,103.8,17,92.7,2318,6.3,747057,666023,686469,641658,672580,677951,676369,664728,592669,54.21,0.497,0.572,0,1,0,0,5,48,1,Sinker,1,4,1,4,4,1,1,4,Infield shade,Standard,229,-0.026,-0.228,,,0.865,0.228,103.8,-3,-3,0.151,0.151,26,23,26,23,3,2,,1,5,1,2.29,1.64,-1.64,29.5
CU,4/2/2024,74,-1.58,6.14,"Lopez, Nicky",670032,625643,,ball,,,,,11,Nicky Lopez singles on a ground ball to left fielder Adam Duvall.,R,L,R,CWS,ATL,B,,,0,0,2024,0.78,-1,-1.15,3.35,,,,2,5,Bot,,,,,,,-0.492224038,-107.7173853,3.347212849,6.130053686,19.39184743,-40.78433148,3.1,1.43,,,,73.9,2409,6.3,746814,644433,621566,645277,663586,606115,594807,671739,660670,54.24,,,,,,,,35,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,51,0,0.015,,,,-0.015,,0,0,0.514,0.514,30,29,30,29,2,1,,1,7,2,5.17,-0.78,0.78,54.8
SI,4/2/2024,91,-1.63,6.01,"Tovar, Ezequiel",678662,665871,,ball,,,,,14,Ezequiel Tovar singles on a line drive to left fielder Ian Happ.,R,R,R,CHC,COL,B,,,2,2,2024,-1.18,0.77,0.88,0.93,,,,0,5,Top,,,,,,,8.885565304,-132.0316324,-8.511056909,-15.67078594,28.45402538,-21.49882428,3.13,1.51,,,,91.4,1728,6.7,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.76,,,,,,,,43,6,Sinker,7,0,0,7,0,7,0,7,Standard,Standard,209,0,0.096,,,,-0.096,,7,-7,0.981,0.019,26,22,27,23,2,1,,1,6,1,2,1.18,1.18,55.9
CH,4/2/2024,85.1,1.29,6.06,"Loftin, Nick",679845,608344,,ball,,,,,14,Nick Loftin walks.,R,R,L,BAL,KC,B,,,0,2,2024,1.42,0.67,0.99,1.06,,,,2,4,Top,,,,,,,-3.554579107,-123.8000052,-6.757162588,15.26869466,25.96948284,-24.12294344,3.57,1.68,,,,85.2,1569,6.5,747057,668939,663624,643393,676059,683002,681297,656775,656811,53.99,,,,,,,,29,3,Changeup,1,3,3,1,3,1,3,1,Standard,Standard,127,0,0.009,,,,-0.009,,-2,2,0.291,0.709,30,25,30,26,2,1,,1,8,2,2.49,1.42,-1.42,37.2
